2641_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2641_right.jpeg,0
2454_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2454_left.jpeg,0
3213_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3213_left.jpeg,0
2704_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2704_left.jpeg,0
3368_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3368_right.jpeg,0
2826_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2826_right.jpeg,0
2627_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2627_right.jpeg,0
3012_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3012_left.jpeg,0
3157_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3157_right.jpeg,0
3161_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3161_right.jpeg,0
160_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/160_left.jpeg,0
2651_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2651_left.jpeg,0
2371_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2371_right.jpeg,0
3327_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3327_left.jpeg,0
695_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/695_right.jpeg,0
2162_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2162_left.jpeg,0
2867_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2867_right.jpeg,0
1113_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/1113_left.jpeg,0
1032_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/1032_left.jpeg,0
2604_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2604_right.jpeg,0
2524_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2524_left.jpeg,0
912_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/912_right.jpeg,0
2512_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2512_right.jpeg,0
3229_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3229_right.jpeg,0
3941_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/3941_right.jpeg,0
2381_right.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/2381_right.jpeg,0
573_left.jpeg,Z:/Datasets/RetinalFundusImages/train/NormalFundus/573_left.jpeg,0
